Category	Msg	Pattern
web-application-attack	ET WEB_SERVER Nagios statuswml.cgi Remote Arbitrary Shell Command Injection attempt	"/^\s*=\s*([0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}|[^\x26\x0D\x0A]*\x3B)/Ri"
pup-activity	ET ADWARE_PUP W32/BettrExperience.Adware POST Checkin	"/^\x2F[A-F0-9]{25,40}$/"
command-and-control	ET MALWARE Gamut Spambot Checkin 2	"/^(?:Get(?:Subscription(?:EmailsBlock|Content)|PTR|IP)|Port25(?:Close|Open))\x0d\x0a/R"
command-and-control	ET MALWARE Gamut Spambot Checkin 2	"/^(?:winload(?:32)?|cmms)\x0d\x0a/R"
command-and-control	ET MALWARE Wordpress Errorcontent CnC Beacon	"/^\/[a-z]+\/\?ip=/"
command-and-control	ET MALWARE Linux.Mumblehard Command Status CnC	"/^\d{1,5}\.[2-5]0[0-5]\.\d+? Firefox\/7\.0\.1/Ri"
command-and-control	ET MALWARE BePush/Kilim CnC Beacon	"/^(?:update_hash|js|key|arsiv_(?:hash|link))$/R"
trojan-activity	ET MALWARE Scanbox Sending Host Data	"/\/(?:[A-Za-z0-9_-]{4})*(?:[A-Za-z0-9_-]{2}==|[A-Za-z0-9_-]{3}=|[A-Za-z0-9_-]{4})\.jpg$/"
command-and-control	ET MALWARE ArcDoor Intial Checkin	"/^[a-z0-9]{11}=\d{16}$/"
credential-theft	ET PHISHING Possible Successful Websocket Credential Phish Sep 15 2017	"/^[^\r\n]+(?:s(?:e(?:rvic|cur)e|c(?:otia|ure)|antander|ign\-?in|napchat)|c(?:h(?:eck(?:out)?|a(?:in|se))|ustomer|onfirm|loud)|p(?:ay(?:pa[il]|ment)|(?:hon|ost)e|rivacy)|i(?:n(?:terac|sta)|cloud|phone|tunes)|re(?:solution|covery|fund|port|dir)|a(?:pp(?:id|le)|ccount|mazon)|n(?:otification|etflix|terac)|l(?:o(?:cked|gin)|imited)|(?:etransf|twitt|ord)er|d(?:ocusign|ropbox)|f(?:acebook|orgot)|veri(?:tas|f)|upd(?:ate|t)|yahoo|bofa|hmrc)/Ri"
trojan-activity	ET MALWARE Win32/Grimagent CnC Activity	"/^(?:(?:youtub|googl)e|microsoft|amazon|ebay).com\x0d\x0a/Rsi"
trojan-activity	ET MALWARE Win32/Grimagent CnC Activity	"/^[A-Za-z0-9]{3,25}=[a-f0-9]{28,}$/s"
attempted-admin	ET SCAN Mirai Variant User-Agent (Inbound)	"/^Hello, World(?:(?:\/|\s)[0-9]\.0)?$/i"
credential-theft	ET PHISHING Possible Successful Generic Phish 2016-06-22	"/^(?:s)?\x3a\/\/[^\/]*(?:ebay\.co\.uk|singtel\.com|blockchain\.com)\/?/Ri"
credential-theft	ET PHISHING Possible Successful Generic Phish 2016-08-19	"/^(?:s)?\x3a\/\/[^\/]*(?:s(?:ocietegenerale\.com|parkasse\.at|ina\.com\.cn|wisscom\.ch|ec\.gov)|b(?:bva(?:compass\.com|\.com\.co)|anque-accord\.fr|mo\.com)|g(?:o(?:(?:ogle\.co|v)\.uk|daddy\.com)|mail\.com)|(?:z(?:illow|oosk)|images\.kw|office365)\.com|t(?:el(?:stra\.com\.au|ekom\.com)|-online\.de)|c(?:reditmutuel\.fr|panel\.net|iti\.com)|(?:(?:realestate|nab)\.com\.a|unc\.ed)u|d(?:esjardins\.c(?:om|a)|iscover\.com)|e(?:arthlink\.net|ftel\.com\.au|bay\.de)|a(?:bl\.com\.pk|liyun\.com|nz\.co\.nz)|w(?:estpac\.com\.au|ikimedia\.org)|v(?:isaeurope\.ch|erizon\.net)|h(?:blibank\.com\.pk|sbc\.com)|paypal\.co\.uk)\/?/Ri"
credential-theft	ET PHISHING Successful Paypal (DE) Phish 2016-12-19	"/^POST\x20(?<var>[^\x20]+).+Referer\x3a\x20[^\r\n]+(?P=var)[\r\n]+/si"
targeted-activity	ET MALWARE Possible APT29 Compressed Payload Download Request	"/^\/eFax\/[^\x2e\x2f]+\.ZIP$/"
credential-theft	ET PHISHING Possible Successful Generic Phish 2016-10-07	"/^s?\x3a\/\/[^\/]*(?:goo(?:gle(?:\.(?:c(?:om\.[en]g|a)|r[ou])|apps\.com)|\.gl)|c(?:iovaccocapital\.com|entrin\.net\.id|artasi\.it)|s(?:(?:antander\.com\.b|fr\.f)r|tandardbank\.co\.za)|(?:aliexpress|vanguard|tdbank|ibm)\.com|e(?:xperienceasb\.co\.nz|im\.ae)|n(?:(?:avy)?fcu\.org|wolb\.com)|unicredit\.it|mbna\.co\.uk|oney\.fr|zkb\.ch)\/?/Ri"
trojan-activity	ET MALWARE Possible ReactorBot .bin Download	"/\/cgi\/[a-z0-9]{1,31}\.bin$/"
command-and-control	ET MALWARE Ransomware Locky CnC Beacon 21 May	"/^[0-9a-zA-Z=%-]{0,48}(?:%[A-F0-9]{2}){4}/si"
trojan-activity	ET MALWARE MWI Maldoc Load Payload	"/\?id=\d+&act=[12]$/"
trojan-activity	ET MALWARE MWI Maldoc Posting Host Data	"/\?id=\d+&act=\d$/"
command-and-control	ET MALWARE BadPatch CnC Activity	"/^(?:[A-F0-9]{2}%3A){5}[A-F0-9]{2}&/R"
trojan-activity	ET MALWARE Various Malicious AlphaNum DL Feb 10 2016	"/\/(?=[a-z]{0,7}[0-9])(?=[0-9]{0,7}[a-z])[a-z0-9]{7,8}\/(?=[a-z]{0,7}[0-9])(?=[0-9]{0,7}[a-z])[a-z0-9]{7,8}$/"
social-engineering	ET PHISHING Suspected Appspot Hosted Phishing Domain	"/^[a-z]{36,38}\-dot\-[a-z]+\-[a-z]+\-\d{6}\.[a-z]{2}\.[a-z]\.appspot\.com$/"
trojan-activity	ET MALWARE Python/PBot Browser Hijacker Activity	"/^(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})&isAdvpp=(?:true|false)$/Rsi"
exploit-kit	ET EXPLOIT_KIT KaiXin Secondary Landing Page	"/Host\x3a\x20(?P<refhost>[^\x3a\r\n]+)(?:\x3a\d{1,5})?\r\n.*?\r\nReferer\x3a\x20https?\x3a\x2f\x2f(?P=refhost)(?:\x3a\d{1,5})?\/?/si"
exploit-kit	ET EXPLOIT_KIT HanJuan EK Current Campaign Landing URI Struct Jul 10 2015	"/^\/[A-Za-z\d]+\-[A-Za-z\d]+\-[A-Za-z\d]+\-[A-Za-z\d]+\-[A-Za-z\d]+\.asp/"
exploit-kit	ET EXPLOIT_KIT HanJuan EK Current Campaign Landing URI Struct Jul 10 2015	"/[a-z].*?[a-z]/"
exploit-kit	ET EXPLOIT_KIT HanJuan EK Current Campaign Landing URI Struct Jul 10 2015	"/[A-Z].*?[A-Z]/"
exploit-kit	ET EXPLOIT_KIT HanJuan EK Current Campaign Landing URI Struct Jul 10 2015	"/\d.*?\d/"
exploit-kit	ET EXPLOIT_KIT HanJuan EK Current Campaign Landing URI Struct Jul 10 2015	"/^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}(?:\r$|\x3a)/"
trojan-activity	ET MALWARE Hacking Team Elite Windows Implant Exfiltration	"/^ID=\w{8}-\w{4}-\w{4}-\w{4}-\w{12}/"
command-and-control	ET MALWARE Win32/Agent.WVW CnC Beacon 3	"/^\d\.\d_(?:64|32)_\d\x3a/R"
exploit-kit	ET EXPLOIT_KIT Possible Evil Redirector Leading to EK Nov 09 2015 M1	"/^\/[a-z]{3,20}\.php\?sid=[A-F0-9]{40,200}$/"
exploit-kit	ET EXPLOIT_KIT Possible Evil Redirector Leading to EK Nov 09 2015 M2	"/^\/[a-z]{3,20}\.php\?id=4[A-F0-9]{39,200}$/"
web-application-attack	ET WEB_SPECIFIC_APPS The Address Book SQL Injection Attempt -- user.php passwordNew UNION SELECT	"/^\s+SELECT/Ri"
domain-c2	ET MALWARE Observed Adwind RAT CnC DNS Query	"/(?:^|\.)15438\.xyz$/"
domain-c2	ET MALWARE Observed Adwind RAT CnC DNS Query	"/(?:^|\.)12724\.xyz$/"
domain-c2	ET MALWARE Observed Adwind RAT CnC DNS Query	"/(?:^|\.)21736\.xyz$/"
web-application-attack	ET WEB_SERVER Possible D-Link Router HNAP Protocol Security Bypass Attempt	"/^(?:set|get)/Ri"
trojan-activity	ET MALWARE Trickbot Anchor ICMP Request	"/^[a-f0-9]+\x08\x00$/Rs"
trojan-activity	ET MALWARE LolliCrypt Ransomware Sending Data to CnC	"/^(?:[A-Za-z0-9%2b%2f]{4})*(?:[A-Za-z0-9%2b%2f]{2}%3d%3d|[A-Za-z0-9%2b%2f]{3}%3d|[A-Za-z0-9%2b%2f]{4})$/Rs"
command-and-control	ET WEB_SERVER Possible Darkleech C2	"/^\/blog\/\?[a-z]{3,20}+\&utm_source=\d+\x3a\d+\x3a\d+$/"
policy-violation	ET POLICY Possible Psiphon Proxy Tool traffic	"/^[A-Z]=(?:[A-Za-z0-9+/])+=?=?$/"
trojan-activity	ET MALWARE Ponmocup HTTP Request (generic) M1	"/^[a-z0-9_-]{300,}/Ri"
trojan-activity	ET MALWARE Ponmocup HTTP Request (generic) M1	"/\x0d\x0a(?:Cache\-Control|Connection|Pragma)\x0d\x0a(?:Cache\-Control|Connection|Pragma)\x0d\x0a(?:Cache\-Control|Connection|Pragma)\x0d\x0a/"
exploit-kit	ET EXPLOIT_KIT RIG EK URI Struct Feb 26 2017	"/^\/\?o?q=(?=[A-Za-z_-]*[0-9])(?=[a-z0-9_-]*[A-Z][a-z0-9_-]*[A-Z])(?=[A-Z0-9_-]*[a-z][A-Z0-9_-]*[a-z])[A-Za-z0-9_-]+&o?q=(?=[A-Za-z_-]*[0-9])(?=[a-z0-9_-]*[A-Z][a-z0-9_-]*[A-Z])(?=[A-Z0-9_-]*[a-z][A-Z0-9_-]*[a-z])[A-Za-z0-9_-]+$/"
command-and-control	ET MALWARE Enigma Locker Checkin	"/^Host\x3a\x20(?:\d{1,3}\.){3}\d{1,3}\r\nConnection\x3a\x20close(?:\r\n)+$/i"
targeted-activity	ET MALWARE Kimsuky KGH Backdoor CnC Activity	"/^(?:64|86)$/R"
trojan-activity	ET MOBILE_MALWARE Trojan-Banker.AndroidOS.Marcher.a Checkin	"/(?:^|&|\x22|\{\x22)id(?:=|\x22\x3a\x22)(?:[a-f0-9]{32}|[a-f0-9]{8}-[a-f0-9]{4}-[a-f0-9]{4}-[a-f0-9]{4}-[a-f0-9]{12})(?:&|\x22|$)/"
targeted-activity	ET MALWARE Possible APT28 Xtunnel Activity	"/^\/(?:\w+\/){1,5}\?[a-z]{1,6}=[a-z0-9]{2,40}(?:&[a-z]{1,6}=(?:[a-z0-9]){1,40}(%3D){0,2}){1,4}$/i"
command-and-control	ET MALWARE Win32/Onliner Receiving Commands from CnC	"/^\d{5,10}\x7d/R"
trojan-activity	ET MALWARE China Chopper Command Struct	"/^\d{1,3}=/Ri"
command-and-control	ET MALWARE Zbot POST Request to C2	"/(?:Proxy-)?Connection\x3a[^\r\n]+?\r\n(?:Pragma|Cache-Control)\x3a[^\r\n]+?\r\n(?:\r\n)?$/"
targeted-activity	ET MALWARE APT28 Uploader Variant CnC Beacon	"/\/?[a-zA-Z0-9]{1,3}=(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})$/"
targeted-activity	ET MALWARE Kimsuky Related Host Data Exfil M3	"/^\/\?m=[abcde]&p1=[a-f0-9]{8,12}(?:&p2=[^&]+)?(?:&p3=[^&]+)?$/i"
trojan-activity	ET MALWARE WSF/JS Downloader Jan 30 2017 M1	"/[&?]i=[A-Za-z0-9_-]{50,}(?:&|$)/"
trojan-activity	ET MALWARE WSF/JS Downloader Jan 30 2017 M1	"/[&?]a=(?:[a-zA-Z0-9_-]{25,}|(?:0\.)?\d+)(?:&|$)/"
exploit-kit	ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017	"/(?=.*?[?&]oq=(?=[A-Za-z_-]*[0-9])(?=[a-z0-9_-]*[A-Z][a-z0-9_-]*[A-Z])(?=[A-Z0-9_-]*[a-z][A-Z0-9_-]*[a-z])[A-Za-z0-9_-]+(?:&|$)).*?[?&]q=(?=[A-Za-z_-]*[0-9])(?=[a-z0-9_-]*[A-Z][a-z0-9_-]*[A-Z])(?=[A-Z0-9_-]*[a-z][A-Z0-9_-]*[a-z])[A-Za-z0-9_-]+(?:&|$)/"
exploit-kit	ET EXPLOIT_KIT RIG EK URI Struct Mar 13 2017 M2	"/(?=.*?=[^&]{3,4}QMvXcJ).*?=(?=[A-Za-z_-]*[0-9])(?=[a-z0-9_-]*[A-Z][a-z0-9_-]*[A-Z])(?=[A-Z0-9_-]*[a-z][A-Z0-9_-]*[a-z])[A-Za-z0-9_-]+&.*?=(?=[A-Za-z_-]*[0-9])(?=[a-z0-9_-]*[A-Z][a-z0-9_-]*[A-Z])(?=[A-Z0-9_-]*[a-z][A-Z0-9_-]*[a-z])[A-Za-z0-9_-]+(?:&|$)/"
command-and-control	ET MALWARE Locky CnC Checkin Dec 5 M1	"/^(?:[A-Za-z]{1,10}=(?=[A-Za-z0-9_+\x2d\x2e%]*%[A-F0-9]{2}%[A-F0-9]{2}%[A-F0-9]{2})[A-Za-z0-9_+\x2d\x2e%]+&)+(?=[a-z]{0,9}[A-Z])(?=[A-Z]{0,9}[a-z])[A-Za-z]{1,10}=(?=[A-Za-z0-9_+\x2d\x2e%]*%[A-F0-9]{2}%[A-F0-9]{2}%[A-F0-9]{2})[A-Za-z0-9_+\x2d\x2e%]+\s*$/s"
trojan-activity	ET MALWARE Trojan.Kwampirs Outbound GET request	"/\.(?:aspx?|php)\?q=(?=KT)(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=)?$/"
command-and-control	ET MALWARE Locky CnC Checkin	"/^[A-Za-z]{1,10}=[^&]+(?:&[A-Za-z]{1,10}=[^&]+){10,}$/s"
social-engineering	ET PHISHING Suspicious Wordpress Redirect - Possible Phishing Landing Jan 7 2016	"/^[a-f0-9]{32}(?:\/index\.php)?\x0d\x0a/R"
command-and-control	ET MALWARE OSX/OceanLotus.D Requesting Commands from CnC	"/^[a-f0-9]{32}\x3b$/R"
attempted-admin	ET WEB_SPECIFIC_APPS Possible CVE-2013-2618 Attempt (PHP Weathermap Persistent XSS)	"/.+?(?:on(?:(?:s(?:elec|ubmi)|rese)t|d(?:blclick|ragdrop)|(?:mouse|key)[a-z]|c(?:hange|lick)|(?:un)?load|focus|blur)|s(?:cript|tyle=))/R"
attempted-admin	ET EXPLOIT Apache CouchDB JSON Remote Privesc Attempt (CVE-2017-12636)	"/^\s*[\x22\x27]/"
attempted-user	ET WEB_CLIENT Google Chrome XSS (CVE-2017-5124)	"/^((?!<\/xsl).)+?src\s*=\s*[\x27\x22](?P<loc>[^\x22\x27]+?)[\x27\x22].+?Content-Location\x3a\s+(?P=loc)/Rsi"
trojan-activity	ET MALWARE Trickbot Payload Request	"/^\/(?:kas|ser|mac)[0-9]+\.png$/i"
trojan-activity	ET MALWARE Possible Maldoc Downloader Aug 18 2017	"/^\/s\.php\?id=[a-z0-9]{2,6}$/"
trojan-activity	ET MALWARE Hancitor/Tordal Document Request	"/\.php\?d=(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})$/"
trojan-activity	ET MALWARE Possible Locky VB/JS Loader Download Sep 08 2017	"/^[a-z0-9!\x22#$%&'()*+,.\/\x3a\x3b<=>?@\[\] ^_`{|}~\s-]+?downloading\.?\s*Please wait\x2e*<\/div\>\s*<iframe src\s*=\s*[\x22\x27]http\:\/\/[^\x22\x27]+\.php[\x22\x27]\s*style\s*=\s*[\x22\x27]display\x3a\s*none\x3b\s*[\x22\x27]>\s*<\/iframe\>\s*$/Rsi"
command-and-control	ET MALWARE Win32/Bitshifter Ransomware CnC Checkin	"/^[a-f0-9]{16}$/Ri"
attempted-user	ET EXPLOIT SUSPICIOUS Possible CVE-2017-0199 IE7/NoCookie/Referer HTA dl	"/\.hta(?:[?&]|$)/i"
exploit-kit	ET EXPLOIT_KIT RIG EK URI Struct Jun 13 2017	"/^[HX3][^&]Q[cdM][^&]{3}[ab]R/R"
exploit-kit	ET EXPLOIT_KIT Bingo EK Payload Download	"/^\/\?[a-f0-9]{114}$/"
command-and-control	ET MALWARE W32/Emotet CnC Beacon 2	"/^[A-Za-z0-9]{3,4}=(?:[A-Za-z0-9+\/]{4})*(?:[A-Za-z0-9+\/]{2}==|[A-Za-z0-9+\/]{3}=|[A-Za-z0-9+\/]{4})/i"
command-and-control	ET MALWARE W32/Emotet CnC Beacon 1	"/^[A-Za-z0-9]{3,4}=(?:[A-Za-z0-9+\/]{4})*(?:[A-Za-z0-9+\/]{2}==|[A-Za-z0-9+\/]{3}=|[A-Za-z0-9+\/]{4})$/i"
command-and-control	ET MALWARE W32.Geodo/Emotet Checkin	"/[a-z0-9]{3,4}=(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})+$/i"
command-and-control	ET MALWARE Possible Turla Carbon Paper CnC Beacon (Fake User-Agent)	"/^Mozilla\/4\.0\x20\(compatible\x3b\x20MSIE\x20\d{1,2}\.0\.\d+\.\d+\.0\x3b\x20Windows\x20NT\x20/"
targeted-activity	ET MALWARE Red Leaves HTTP CnC Beacon (APT10 implant)	"/^[\x20-\x7e\r\n]{0,28}[^\x20-\x7e\r\n]/s"
trojan-activity	ET MALWARE Known Malicious Doc Downloading Payload Dec 06 2016	"/^\/(?=[a-z]{0,9}?\d)(?=\d{0,9}?[a-z])[a-z0-9]{4,10}$/"
attempted-admin	ET EXPLOIT Equation Group EGREGIOUSBLUNDER Fortigate Exploit Attempt	"/^[A-Za-z0-9+/]{0,4}?[^\x20-\x7e]/R"
trojan-activity	ET MALWARE Win32/Pottieq.A Check-in	"/^\{[0-9a-z]{8}-[0-9a-z]+\-[0-9a-z]+\-[0-9a-z]+\-[0-9a-z]+\}$/i"
trojan-activity	ET MALWARE Win32/Pottieq.A Check-in	"/(?:^|&)id=\d+(?:$|&)/"
trojan-activity	ET MALWARE Possible Malicous Macro DL EXE Jul 01 2016 (userdir dotted quad)	"/^\/\~[a-z]+\/(?:[a-z]+\/)*[a-z]+\.exe$/i"
trojan-activity	ET MALWARE Possible Pony DLL Download	"/^\d?\.dll$/R"
trojan-activity	ET HUNTING SUSPICIOUS Firesale gTLD IE Flash request to set non-standard filename (some overlap with 2021752)	"/^[^\r\n]+\.(?:s(?:(?:(?:cien|pa)c|it)e|tream)|c(?:l(?:ick|ub)|ountry|ricket)|m(?:(?:aiso|e)n|o(?:bi|m))|p(?:r(?:ess|o)|arty|ink|w)|r(?:e(?:[dn]|view)|acing)|w(?:eb(?:site|cam)|in)|b(?:(?:outiq|l)ue|id)|d(?:ownload|ate|esi)|(?:accountan|hos)t|l(?:o(?:an|l)|ink)|t(?:rade|ech|op)|v(?:oyage|ip)|g(?:dn|b)|online|faith|kim|xyz)/i"
pup-activity	ET ADWARE_PUP Win32/Adware.Adposhel.A Checkin 4	"/^a=[a-zA-Z0-9_-]+&c=[a-zA-Z0-9_-]+&h=[a-zA-Z0-9_-]+&r=[0-9]{15,}$/"
misc-attack	ET EXPLOIT FireEye Detection Evasion %temp% attempt - Inbound	"/\%(?:25)?temp\%/i"
exploit-kit	ET EXPLOIT_KIT Possible Keitaro TDS Redirect	"/Date\x3a\x20(?P<dstring>[^\r\n]+)\r\n.*?Last-Modified\x3a\x20(?P=dstring)\r\n/s"
trojan-activity	ET MALWARE Win32.Chroject.B Retrieving encoded payload	"/^(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=)$/R"
trojan-activity	ET MALWARE Common Upatre URI/Headers Struct	"/^\/\d{2,4}[a-z]{2,}_?\d*?\/[^\x2f]+\/\d{1,2}\/\d\/\d\/[A-Z]*$/"
trojan-activity	ET MALWARE Common Upatre URI/Headers Struct	"/\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}\x3a\d{1,5}$/i"
trojan-activity	ET MALWARE Win32/Nivdort Posting Data 2	"/^env=(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})/"
trojan-activity	ET MALWARE MWI Maldoc Stats Callout Oct 28	"/\/pict\.(?:jpg|php|xsp)\?id=\d+((?:&data=|&bid=)[^&]*?)?$/"
command-and-control	ET MALWARE PSEmpire Checkin via POST	"/^SESSIONID=[A-Z0-9]{16}/"
command-and-control	ET MALWARE Win32/Ursnif Checkin	"/^(?:\/\w{3,12}){2,4}\?[a-z]{3,12}=(?:[A-Za-z0-9+/\x20]{4})*(?:[A-Za-z0-9+/\x20]{2}==|[A-Za-z0-9+/\x20]{3}=|[A-Za-z0-9+/\x20]{4})$/"
command-and-control	ET MALWARE SmokeLoader Checkin	"/^\d+$/"
attempted-user	ET EXPLOIT Potential Internet Explorer Use After Free CVE-2013-3163 Exploit URI Struct 1	"/^[a-zA-Z0-9]+$/Ri"
exploit-kit	ET EXPLOIT_KIT FlimKit Post Exploit Payload Download	"/^\/[a-f0-9]{16}$/"
exploit-kit	ET EXPLOIT_KIT GrandSoft PDF Payload Download	"/^GET (?P<uri>(\/[A-Za-z0-9]+)?\/\d+\/\d+)\sHTTP\/1\.1\r\nUser-Agent\x3a\x20http\x3a\/\/(?P<host>[^\r\n]+)(?P=uri)\r\nHost\x3a\x20(?P=host)\r\n(\r\n)?$/"
command-and-control	ET MALWARE Win32/Redyms.A Checkin	"/^POST \/(?P<filep>[a-z]{5,8})\.php HTTP.+?\r\nHost\x3a\x20(?P=filep)[a-z]+?\.net\r\n/s"
command-and-control	ET MALWARE FakeAV.dfze/FakeAV!IK Checkin	"/^\/(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})$/"
web-application-attack	ET WEB_SPECIFIC_APPS iBrowser Plugin dir Parameter Cross Site Scripting Attempt-1	"/^.+(script|onmouse[a-z]+|onkey[a-z]+|onload|onunload|ondragdrop|onblur|onfocus|onclick|ondblclick|onsubmit|onreset|onselect|onchange|style\x3D)/Ri"
trojan-activity	ET MALWARE Possible FakeAV Binary Download (Security)	"/filename\x3D\x22[^\r\n]*security[^\n]+\.exe/i"
web-application-attack	ET WEB_SPECIFIC_APPS Joomla Component com_banners banners.class.php Remote File inclusion Attempt	"/^\s*(ftps?|https?|php)\x3a\//Ri"
web-application-attack	ET WEB_SPECIFIC_APPS WordPress wp-admin/admin.php Module Configuration Security Bypass Attempt	"/\x2Fwp\x2Dadmin\x2Fadmin\x2Ephp.+page\x3D(?:\x2Fcollapsing\x2Darchives\x2Foptions\x2Etxt|akismet\x2Freadme\x2Etxt|related\x2Dways\x2Dto\x2Dtake\x2Daction\x2Foptions\x2Ephp|wp\x2Dsecurity\x2Dscan\x2Fsecurityscan\x2Ephp)/i"
web-application-attack	ET WEB_SERVER Possible HP OpenView Network Node Manager ovalarm.exe CGI Buffer Overflow Attempt	"/^(1|on|true)/Ri"
pup-activity	ET ADWARE_PUP Win32/Sogou.H Variant Request	"/^\d+\sHTTP/1.1$/R"
command-and-control	ET MALWARE Emotet Post Drop C2 Comms M2	"/^[\x20-\x7e\r\n]{0,20}[^\x20-\x7e\r\n]/si"
credential-theft	ET PHISHING Successful EDU Phish 2017-12-04	"/^[^\r\n]+\.edu/Ri"
command-and-control	ET MALWARE W32/Patchwork.Backdoor CnC Check-in M2	"/^[A-F0-9]{30}$/Ri"
command-and-control	ET MALWARE W32/Patchwork.Backdoor Communicating with CnC	"/\.php\?cx=[A-F0-9]+&b=[A-F0-9]+&gt=[A-F0-9]+&tx=[A-F0-9]+$/i"
command-and-control	ET MALWARE Cobalt Strike Malleable C2 (Meterpreter)	"/^\/ucD[A-Za-z0-9_\/\-+]{171}$/"
targeted-activity	ET MALWARE Possible APT Sarhurst/Husar/Hussarini/Hassar CnC Check Response	"/^<CHECK>(?:[A-Za-z0-9+/]{4})*(?:[A-Za-z0-9+/]{2}==|[A-Za-z0-9+/]{3}=|[A-Za-z0-9+/]{4})<\/CHECK>$/"
command-and-control	ET MALWARE Cobalt Strike Malleable C2 (jquery Profile)	"/^[a-zA-Z0-9\/+_-]{171}$/R"
trojan-activity	ET MALWARE Possible Dridex Download URI Struct with no referer	"/\/\d+\/\d+\.exe$/"
targeted-activity	ET MALWARE APT29 Implant8 - MAL_REFERER	"/^(?:[02-9]|1[01]?)&ved=0C[A-L]{2}QFjA[A-L]&url=/R"
targeted-activity	ET MALWARE APT29 Implant8 - MAL_REFERER	"/^[A-Za-z0-9]{20,22}&usg=[A-Za-z0-9_]{34}&bvm=bv\.81[1-7]{6}\,d\.[A-Za-z0-9_]{3}\r\n/R"
credential-theft	ET PHISHING Possible Successful Generic Phish 2016-05-26	"/^(?:s)?\x3a\/\/[^\/]*(?:(?:t(?:dcanadatrust|escobank|radekey)|r(?:ealtyexecutive|bcd)s|x(?:finity|oom)|ourtime)\.com|a(?:s(?:perasoft\.com|b\.co\.nz)|(?:ccesbankplc|nz)\.com|mazon\.co\.uk|ruba\.it)|m(?:(?:icrosoftstore|organstanley|sn)\.com|a(?:de-in-china\.com|il\.ru))|s(?:(?:eniorpeoplemeet|cotiabank)\.com|antander\.co\.uk|uddenlink\.net)|c(?:o(?:(?:ldwellbankerpreviews|x)\.com|mpresso\.co\.th)|fapubs\.org)|w(?:e(?:althmanagement\.com|bmail\.sfr\.fr)|ww-01\.ibm\.com)|l(?:(?:endingtree|loydsbank)\.com|abanquepostale\.mobi)|v(?:(?:aluewalk|ideotron)\.com|erifyemailaddress\.org)|n(?:a(?:tionwide\.co\.uk|vyfederal\.org)|etsuite\.com)|b(?:a(?:nquepopulaire\.fr|9hus\.in)|iztree\.com)|i(?:nternetbanking\.caixa\.gov\.br|cloud\.com)|d(?:iscoverbank\.com|hl\.co\.uk)|k(?:iwibank\.co\.nz|eybank\.com)|fidelitybank\.ng|paypal\.fr|ebay\.it)\/?/Ri"
command-and-control	ET MALWARE APT Lazarus Nukesped Downloader	"/^fn=[^&]*\.gif&code=\d+$/i"
command-and-control	ET MALWARE KPOT Stealer Initial CnC Activity M4	"/^[A-F0-9]+$/Rsi"
command-and-control	ET MALWARE Possible DACLS RAT CnC (Log Server Reporting)	"/^log=save&session_id=[^&]+&value=[^&]+$/"
trojan-activity	ET MALWARE [PTsecurity] Possible Malicious (HTA-VBS-PowerShell) obfuscated command	"/%comSpec%\s\/c\s(?:(?:\\x50)|(?:\\x70)|[Pp])\^?(?:(?:\\x4f)|(?:\\x5f)|[Oo])\^?(?:(?:\\x57)|(?:\\x77)|[Ww])\^?(?:(?:\\x45)|(?:\\x65)|[Ee])\^?(?:(?:\\x52)|(?:\\x72)|[Rr])\^?(?:(?:\\x53)|(?:\\x73)|[Ss])\^?(?:(?:\\x48)|(?:\\x68)|[Hh])\^?(?:(?:\\x45)|(?:\\x65)|[Ee])\^?(?:(?:\\x4c)|(?:\\x6c)|[Ll])\^?(?:(?:\\x4c)|(?:\\x6c)|[Ll])\^?(?:(?:\\x2e)|\.)\^?(?:(?:\\x45)|(?:\\x65)|[Ee])\^?(?:(?:\\x58)|(?:\\x78)|[Xx])\^?(?:(?:\\x45)|(?:\\x65)|[Ee])\^?\s/R"
